CustomerID,회사명,업종,회사 규모,지역,가입 일자,최근 서비스 이용 날짜,구매 횟수,총 거래 금액,이탈 여부,모델명,구매 가격,구매 일자,평점,평균 평점
customer3@naver.com,"Flynn, Stafford and Higgins",소규모 물품 배달 서비스 회사,중소기업,대구광역시,2022-08-22,2022-10-05,4,240000000,1,펄스 컴팩트카,25000000,2022-09-20,3,2.5
customer4@hanmail.net,Ortega-Barrett,공유 차량 서비스 기업,중소기업,광주광역시,2020-02-02,2023-08-09,5,320000000,0,루미너스 리무진,90000000,2023-05-18,3,3.0
customer4@hanmail.net,Ortega-Barrett,공유 차량 서비스 기업,중소기업,광주광역시,2020-02-02,2023-08-09,5,320000000,0,스텔라 세단,45000000,2021-11-16,4,3.0
customer4@hanmail.net,Ortega-Barrett,공유 차량 서비스 기업,중소기업,광주광역시,2020-02-02,2023-08-09,5,320000000,0,타이탄 카고 트럭,70000000,2021-12-04,1,3.0
customer4@hanmail.net,Ortega-Barrett,공유 차량 서비스 기업,중소기업,광주광역시,2020-02-02,2023-08-09,5,320000000,0,에스트라 세단,65000000,2021-04-12,4,3.0
customer4@hanmail.net,Ortega-Barrett,공유 차량 서비스 기업,중소기업,광주광역시,2020-02-02,2023-08-09,5,320000000,0,솔라 SUV,50000000,2023-01-10,3,3.0
customer5@hanmail.net,"Klein, King and Harmon",물류/운송회사,중소기업,부산광역시,2022-03-11,2024-02-07,3,200000000,0,타이탄 카고 트럭,70000000,2022-07-04,1,2.0
customer5@hanmail.net,"Klein, King and Harmon",물류/운송회사,중소기업,부산광역시,2022-03-11,2024-02-07,3,200000000,0,타이탄 카고 트럭,70000000,2022-09-04,3,2.0
customer5@hanmail.net,"Klein, King and Harmon",물류/운송회사,중소기업,부산광역시,2022-03-11,2024-02-07,3,200000000,0,사이버 트럭,60000000,2022-08-30,2,2.0
customer6@naver.com,"Riley, Allison and Jones",물류/운송회사,소기업,제주특별자치도,2018-05-08,2024-11-06,3,200000000,0,사이버 트럭,60000000,2024-09-09,2,3.0
customer6@naver.com,"Riley, Allison and Jones",물류/운송회사,소기업,제주특별자치도,2018-05-08,2024-11-06,3,200000000,0,타이탄 카고 트럭,70000000,2020-01-03,4,3.0
customer6@naver.com,"Riley, Allison and Jones",물류/운송회사,소기업,제주특별자치도,2018-05-08,2024-11-06,3,200000000,0,타이탄 카고 트럭,70000000,2019-07-24,3,3.0
customer7@hanmail.net,Russell and Sons,건설/산업 장비 대여 업체,중소기업,부산광역시,2019-02-13,2021-04-06,7,470000000,1,타이탄 카고 트럭,70000000,2019-05-22,3,3.0
customer7@hanmail.net,Russell and Sons,건설/산업 장비 대여 업체,중소기업,부산광역시,2019-02-13,2021-04-06,7,470000000,1,타이탄 카고 트럭,70000000,2020-08-29,5,3.0
customer7@hanmail.net,Russell and Sons,건설/산업 장비 대여 업체,중소기업,부산광역시,2019-02-13,2021-04-06,7,470000000,1,타이탄 카고 트럭,70000000,2020-01-27,4,3.0
customer7@hanmail.net,Russell and Sons,건설/산업 장비 대여 업체,중소기업,부산광역시,2019-02-13,2021-04-06,7,470000000,1,타이탄 카고 트럭,70000000,2019-07-02,2,3.0
customer7@hanmail.net,Russell and Sons,건설/산업 장비 대여 업체,중소기업,부산광역시,2019-02-13,2021-04-06,7,470000000,1,사이버 트럭,60000000,2019-03-27,4,3.0
customer7@hanmail.net,Russell and Sons,건설/산업 장비 대여 업체,중소기업,부산광역시,2019-02-13,2021-04-06,7,470000000,1,사이버 트럭,60000000,2019-09-08,1,3.0
customer7@hanmail.net,Russell and Sons,건설/산업 장비 대여 업체,중소기업,부산광역시,2019-02-13,2021-04-06,7,470000000,1,타이탄 카고 트럭,70000000,2019-09-22,2,3.0
customer8@hanmail.net,"Brown, Murphy and Cooper",렌터카 업체,대기업,대전광역시,2022-06-17,2024-10-17,28,1484000000,0,솔라 SUV,50000000,2023-07-14,5,3.21
customer8@hanmail.net,"Brown, Murphy and Cooper",렌터카 업체,대기업,대전광역시,2022-06-17,2024-10-17,28,1484000000,0,루미너스 리무진,90000000,2022-11-30,4,3.21
customer8@hanmail.net,"Brown, Murphy and Cooper",렌터카 업체,대기업,대전광역시,2022-06-17,2024-10-17,28,1484000000,0,오메가 컴팩트카,23000000,2024-08-18,3,3.21
customer8@hanmail.net,"Brown, Murphy and Cooper",렌터카 업체,대기업,대전광역시,2022-06-17,2024-10-17,28,1484000000,0,네오 SUV,55000000,2023-04-11,2,3.21
customer8@hanmail.net,"Brown, Murphy and Cooper",렌터카 업체,대기업,대전광역시,2022-06-17,2024-10-17,28,1484000000,0,스텔라 세단,45000000,2024-03-07,5,3.21
customer8@hanmail.net,"Brown, Murphy and Cooper",렌터카 업체,대기업,대전광역시,2022-06-17,2024-10-17,28,1484000000,0,네오 SUV,55000000,2023-08-15,2,3.21
customer8@hanmail.net,"Brown, Murphy and Cooper",렌터카 업체,대기업,대전광역시,2022-06-17,2024-10-17,28,1484000000,0,에스트라 세단,65000000,2023-12-04,2,3.21
customer8@hanmail.net,"Brown, Murphy and Cooper",렌터카 업체,대기업,대전광역시,2022-06-17,2024-10-17,28,1484000000,0,펄스 컴팩트카,25000000,2023-08-07,4,3.21
customer8@hanmail.net,"Brown, Murphy and Cooper",렌터카 업체,대기업,대전광역시,2022-06-17,2024-10-17,28,1484000000,0,루미너스 리무진,90000000,2023-05-14,5,3.21
customer8@hanmail.net,"Brown, Murphy and Cooper",렌터카 업체,대기업,대전광역시,2022-06-17,2024-10-17,28,1484000000,0,제타 컴팩트카,20000000,2022-07-26,5,3.21
customer8@hanmail.net,"Brown, Murphy and Cooper",렌터카 업체,대기업,대전광역시,2022-06-17,2024-10-17,28,1484000000,0,오메가 컴팩트카,23000000,2023-07-05,2,3.21
customer8@hanmail.net,"Brown, Murphy and Cooper",렌터카 업체,대기업,대전광역시,2022-06-17,2024-10-17,28,1484000000,0,펄스 컴팩트카,25000000,2023-03-26,4,3.21
customer8@hanmail.net,"Brown, Murphy and Cooper",렌터카 업체,대기업,대전광역시,2022-06-17,2024-10-17,28,1484000000,0,에스트라 세단,65000000,2023-09-25,3,3.21
customer8@hanmail.net,"Brown, Murphy and Cooper",렌터카 업체,대기업,대전광역시,2022-06-17,2024-10-17,28,1484000000,0,에스트라 세단,65000000,2023-05-12,2,3.21
customer8@hanmail.net,"Brown, Murphy and Cooper",렌터카 업체,대기업,대전광역시,2022-06-17,2024-10-17,28,1484000000,0,루미너스 리무진,90000000,2022-12-18,2,3.21
customer8@hanmail.net,"Brown, Murphy and Cooper",렌터카 업체,대기업,대전광역시,2022-06-17,2024-10-17,28,1484000000,0,루미너스 리무진,90000000,2023-11-30,4,3.21
customer8@hanmail.net,"Brown, Murphy and Cooper",렌터카 업체,대기업,대전광역시,2022-06-17,2024-10-17,28,1484000000,0,솔라 SUV,50000000,2024-06-18,3,3.21
customer8@hanmail.net,"Brown, Murphy and Cooper",렌터카 업체,대기업,대전광역시,2022-06-17,2024-10-17,28,1484000000,0,솔라 SUV,50000000,2023-03-26,2,3.21
customer8@hanmail.net,"Brown, Murphy and Cooper",렌터카 업체,대기업,대전광역시,2022-06-17,2024-10-17,28,1484000000,0,오메가 컴팩트카,23000000,2023-05-12,5,3.21
customer8@hanmail.net,"Brown, Murphy and Cooper",렌터카 업체,대기업,대전광역시,2022-06-17,2024-10-17,28,1484000000,0,에스트라 세단,65000000,2023-03-20,5,3.21
customer8@hanmail.net,"Brown, Murphy and Cooper",렌터카 업체,대기업,대전광역시,2022-06-17,2024-10-17,28,1484000000,0,솔라 SUV,50000000,2023-05-25,2,3.21
customer8@hanmail.net,"Brown, Murphy and Cooper",렌터카 업체,대기업,대전광역시,2022-06-17,2024-10-17,28,1484000000,0,에스트라 세단,65000000,2023-05-22,2,3.21
customer8@hanmail.net,"Brown, Murphy and Cooper",렌터카 업체,대기업,대전광역시,2022-06-17,2024-10-17,28,1484000000,0,루미너스 리무진,90000000,2023-08-09,4,3.21
customer8@hanmail.net,"Brown, Murphy and Cooper",렌터카 업체,대기업,대전광역시,2022-06-17,2024-10-17,28,1484000000,0,제타 컴팩트카,20000000,2022-10-07,5,3.21
customer8@hanmail.net,"Brown, Murphy and Cooper",렌터카 업체,대기업,대전광역시,2022-06-17,2024-10-17,28,1484000000,0,네오 SUV,55000000,2024-04-24,2,3.21
customer8@hanmail.net,"Brown, Murphy and Cooper",렌터카 업체,대기업,대전광역시,2022-06-17,2024-10-17,28,1484000000,0,에스트라 세단,65000000,2024-05-23,2,3.21
customer8@hanmail.net,"Brown, Murphy and Cooper",렌터카 업체,대기업,대전광역시,2022-06-17,2024-10-17,28,1484000000,0,제타 컴팩트카,20000000,2022-09-14,2,3.21
customer8@hanmail.net,"Brown, Murphy and Cooper",렌터카 업체,대기업,대전광역시,2022-06-17,2024-10-17,28,1484000000,0,네오 SUV,55000000,2024-04-05,2,3.21
customer9@kakao.com,Hunt Inc,정부 및 공공기관,대기업,경기도,2023-02-24,2023-11-14,19,1060000000,1,에스트라 세단,65000000,2023-07-18,4,2.79
customer9@kakao.com,Hunt Inc,정부 및 공공기관,대기업,경기도,2023-02-24,2023-11-14,19,1060000000,1,오로라 미니버스,75000000,2023-06-17,4,2.79
customer9@kakao.com,Hunt Inc,정부 및 공공기관,대기업,경기도,2023-02-24,2023-11-14,19,1060000000,1,루미너스 리무진,90000000,2023-05-13,3,2.79
customer9@kakao.com,Hunt Inc,정부 및 공공기관,대기업,경기도,2023-02-24,2023-11-14,19,1060000000,1,에스트라 세단,65000000,2023-04-21,1,2.79
customer9@kakao.com,Hunt Inc,정부 및 공공기관,대기업,경기도,2023-02-24,2023-11-14,19,1060000000,1,솔라 SUV,50000000,2023-03-21,3,2.79
customer9@kakao.com,Hunt Inc,정부 및 공공기관,대기업,경기도,2023-02-24,2023-11-14,19,1060000000,1,제타 컴팩트카,20000000,2023-08-31,1,2.79
customer9@kakao.com,Hunt Inc,정부 및 공공기관,대기업,경기도,2023-02-24,2023-11-14,19,1060000000,1,퓨전 일렉트릭 버스,120000000,2023-07-05,3,2.79
customer9@kakao.com,Hunt Inc,정부 및 공공기관,대기업,경기도,2023-02-24,2023-11-14,19,1060000000,1,펄스 컴팩트카,25000000,2023-06-17,2,2.79
customer9@kakao.com,Hunt Inc,정부 및 공공기관,대기업,경기도,2023-02-24,2023-11-14,19,1060000000,1,퓨전 일렉트릭 버스,120000000,2023-04-19,3,2.79
customer9@kakao.com,Hunt Inc,정부 및 공공기관,대기업,경기도,2023-02-24,2023-11-14,19,1060000000,1,펄스 컴팩트카,25000000,2023-05-22,2,2.79
customer9@kakao.com,Hunt Inc,정부 및 공공기관,대기업,경기도,2023-02-24,2023-11-14,19,1060000000,1,솔라 SUV,50000000,2023-07-11,3,2.79
customer9@kakao.com,Hunt Inc,정부 및 공공기관,대기업,경기도,2023-02-24,2023-11-14,19,1060000000,1,네오 SUV,55000000,2023-03-28,3,2.79
customer9@kakao.com,Hunt Inc,정부 및 공공기관,대기업,경기도,2023-02-24,2023-11-14,19,1060000000,1,제타 컴팩트카,20000000,2023-07-29,4,2.79
customer9@kakao.com,Hunt Inc,정부 및 공공기관,대기업,경기도,2023-02-24,2023-11-14,19,1060000000,1,솔라 SUV,50000000,2023-03-22,4,2.79
customer9@kakao.com,Hunt Inc,정부 및 공공기관,대기업,경기도,2023-02-24,2023-11-14,19,1060000000,1,네오 SUV,55000000,2023-11-03,2,2.79
customer9@kakao.com,Hunt Inc,정부 및 공공기관,대기업,경기도,2023-02-24,2023-11-14,19,1060000000,1,펄스 컴팩트카,25000000,2023-03-31,2,2.79
customer9@kakao.com,Hunt Inc,정부 및 공공기관,대기업,경기도,2023-02-24,2023-11-14,19,1060000000,1,제타 컴팩트카,20000000,2023-08-29,2,2.79
customer9@kakao.com,Hunt Inc,정부 및 공공기관,대기업,경기도,2023-02-24,2023-11-14,19,1060000000,1,네오 SUV,55000000,2023-05-23,2,2.79
customer9@kakao.com,Hunt Inc,정부 및 공공기관,대기업,경기도,2023-02-24,2023-11-14,19,1060000000,1,오로라 미니버스,75000000,2023-09-25,5,2.79
customer10@naver.com,"Jackson, Hines and Taylor",공유 차량 서비스 기업,대기업,강원특별자치도,2022-06-16,2023-05-13,26,1375000000,0,루미너스 리무진,90000000,2022-06-16,5,3.0
customer10@naver.com,"Jackson, Hines and Taylor",공유 차량 서비스 기업,대기업,강원특별자치도,2022-06-16,2023-05-13,26,1375000000,0,스텔라 세단,45000000,2022-08-02,3,3.0
customer10@naver.com,"Jackson, Hines and Taylor",공유 차량 서비스 기업,대기업,강원특별자치도,2022-06-16,2023-05-13,26,1375000000,0,스텔라 세단,45000000,2022-07-26,3,3.0
customer10@naver.com,"Jackson, Hines and Taylor",공유 차량 서비스 기업,대기업,강원특별자치도,2022-06-16,2023-05-13,26,1375000000,0,솔라 SUV,50000000,2023-04-04,1,3.0
customer10@naver.com,"Jackson, Hines and Taylor",공유 차량 서비스 기업,대기업,강원특별자치도,2022-06-16,2023-05-13,26,1375000000,0,펄스 컴팩트카,25000000,2023-02-13,2,3.0
customer10@naver.com,"Jackson, Hines and Taylor",공유 차량 서비스 기업,대기업,강원특별자치도,2022-06-16,2023-05-13,26,1375000000,0,에스트라 세단,65000000,2022-08-30,2,3.0
customer10@naver.com,"Jackson, Hines and Taylor",공유 차량 서비스 기업,대기업,강원특별자치도,2022-06-16,2023-05-13,26,1375000000,0,제타 컴팩트카,20000000,2022-09-20,4,3.0
customer10@naver.com,"Jackson, Hines and Taylor",공유 차량 서비스 기업,대기업,강원특별자치도,2022-06-16,2023-05-13,26,1375000000,0,펄스 컴팩트카,25000000,2022-07-03,3,3.0
customer10@naver.com,"Jackson, Hines and Taylor",공유 차량 서비스 기업,대기업,강원특별자치도,2022-06-16,2023-05-13,26,1375000000,0,타이탄 카고 트럭,70000000,2022-08-31,2,3.0
customer10@naver.com,"Jackson, Hines and Taylor",공유 차량 서비스 기업,대기업,강원특별자치도,2022-06-16,2023-05-13,26,1375000000,0,네오 SUV,55000000,2023-01-01,2,3.0
customer10@naver.com,"Jackson, Hines and Taylor",공유 차량 서비스 기업,대기업,강원특별자치도,2022-06-16,2023-05-13,26,1375000000,0,펄스 컴팩트카,25000000,2022-10-28,4,3.0
customer10@naver.com,"Jackson, Hines and Taylor",공유 차량 서비스 기업,대기업,강원특별자치도,2022-06-16,2023-05-13,26,1375000000,0,사이버 트럭,60000000,2022-08-26,5,3.0
customer10@naver.com,"Jackson, Hines and Taylor",공유 차량 서비스 기업,대기업,강원특별자치도,2022-06-16,2023-05-13,26,1375000000,0,네오 SUV,55000000,2022-08-28,3,3.0
customer10@naver.com,"Jackson, Hines and Taylor",공유 차량 서비스 기업,대기업,강원특별자치도,2022-06-16,2023-05-13,26,1375000000,0,루미너스 리무진,90000000,2022-08-15,4,3.0
customer10@naver.com,"Jackson, Hines and Taylor",공유 차량 서비스 기업,대기업,강원특별자치도,2022-06-16,2023-05-13,26,1375000000,0,스텔라 세단,45000000,2023-04-05,4,3.0
customer10@naver.com,"Jackson, Hines and Taylor",공유 차량 서비스 기업,대기업,강원특별자치도,2022-06-16,2023-05-13,26,1375000000,0,스텔라 세단,45000000,2022-07-02,4,3.0
customer10@naver.com,"Jackson, Hines and Taylor",공유 차량 서비스 기업,대기업,강원특별자치도,2022-06-16,2023-05-13,26,1375000000,0,에스트라 세단,65000000,2023-02-14,2,3.0
customer10@naver.com,"Jackson, Hines and Taylor",공유 차량 서비스 기업,대기업,강원특별자치도,2022-06-16,2023-05-13,26,1375000000,0,루미너스 리무진,90000000,2022-11-24,5,3.0
customer10@naver.com,"Jackson, Hines and Taylor",공유 차량 서비스 기업,대기업,강원특별자치도,2022-06-16,2023-05-13,26,1375000000,0,솔라 SUV,50000000,2023-01-16,3,3.0
customer10@naver.com,"Jackson, Hines and Taylor",공유 차량 서비스 기업,대기업,강원특별자치도,2022-06-16,2023-05-13,26,1375000000,0,사이버 트럭,60000000,2023-01-28,3,3.0
customer10@naver.com,"Jackson, Hines and Taylor",공유 차량 서비스 기업,대기업,강원특별자치도,2022-06-16,2023-05-13,26,1375000000,0,타이탄 카고 트럭,70000000,2023-01-29,1,3.0
customer10@naver.com,"Jackson, Hines and Taylor",공유 차량 서비스 기업,대기업,강원특별자치도,2022-06-16,2023-05-13,26,1375000000,0,에스트라 세단,65000000,2023-04-21,2,3.0
customer10@naver.com,"Jackson, Hines and Taylor",공유 차량 서비스 기업,대기업,강원특별자치도,2022-06-16,2023-05-13,26,1375000000,0,타이탄 카고 트럭,70000000,2023-02-01,4,3.0
customer10@naver.com,"Jackson, Hines and Taylor",공유 차량 서비스 기업,대기업,강원특별자치도,2022-06-16,2023-05-13,26,1375000000,0,네오 SUV,55000000,2022-11-09,1,3.0
customer10@naver.com,"Jackson, Hines and Taylor",공유 차량 서비스 기업,대기업,강원특별자치도,2022-06-16,2023-05-13,26,1375000000,0,제타 컴팩트카,20000000,2022-11-10,4,3.0
customer10@naver.com,"Jackson, Hines and Taylor",공유 차량 서비스 기업,대기업,강원특별자치도,2022-06-16,2023-05-13,26,1375000000,0,제타 컴팩트카,20000000,2023-04-26,2,3.0
customer11@naver.com,Duarte LLC,정부 및 공공기관,중소기업,충청북도,2018-06-28,2024-11-29,4,195000000,0,네오 SUV,55000000,2019-05-05,4,2.5
customer11@naver.com,Duarte LLC,정부 및 공공기관,중소기업,충청북도,2018-06-28,2024-11-29,4,195000000,0,솔라 SUV,50000000,2021-12-01,3,2.5
customer11@naver.com,Duarte LLC,정부 및 공공기관,중소기업,충청북도,2018-06-28,2024-11-29,4,195000000,0,펄스 컴팩트카,25000000,2023-04-25,1,2.5
customer11@naver.com,Duarte LLC,정부 및 공공기관,중소기업,충청북도,2018-06-28,2024-11-29,4,195000000,0,에스트라 세단,65000000,2019-07-27,2,2.5
customer12@gmail.com,Dunn Group,공유 차량 서비스 기업,중견기업,경상남도,2017-06-19,2024-05-27,7,375000000,0,펄스 컴팩트카,25000000,2024-01-08,4,2.86
customer12@gmail.com,Dunn Group,공유 차량 서비스 기업,중견기업,경상남도,2017-06-19,2024-05-27,7,375000000,0,제타 컴팩트카,20000000,2018-11-28,2,2.86
customer12@gmail.com,Dunn Group,공유 차량 서비스 기업,중견기업,경상남도,2017-06-19,2024-05-27,7,375000000,0,사이버 트럭,60000000,2024-03-03,5,2.86
customer12@gmail.com,Dunn Group,공유 차량 서비스 기업,중견기업,경상남도,2017-06-19,2024-05-27,7,375000000,0,루미너스 리무진,90000000,2019-12-10,4,2.86
customer12@gmail.com,Dunn Group,공유 차량 서비스 기업,중견기업,경상남도,2017-06-19,2024-05-27,7,375000000,0,루미너스 리무진,90000000,2021-11-07,2,2.86
customer12@gmail.com,Dunn Group,공유 차량 서비스 기업,중견기업,경상남도,2017-06-19,2024-05-27,7,375000000,0,스텔라 세단,45000000,2019-03-23,1,2.86
customer12@gmail.com,Dunn Group,공유 차량 서비스 기업,중견기업,경상남도,2017-06-19,2024-05-27,7,375000000,0,스텔라 세단,45000000,2020-09-06,2,2.86
customer13@gmail.com,Payne Inc,렌터카 업체,중견기업,제주특별자치도,2021-10-22,2024-03-18,9,290000000,0,제타 컴팩트카,20000000,2023-07-18,5,3.67
customer13@gmail.com,Payne Inc,렌터카 업체,중견기업,제주특별자치도,2021-10-22,2024-03-18,9,290000000,0,에스트라 세단,65000000,2023-03-06,4,3.67
customer13@gmail.com,Payne Inc,렌터카 업체,중견기업,제주특별자치도,2021-10-22,2024-03-18,9,290000000,0,제타 컴팩트카,20000000,2022-05-11,3,3.67
customer13@gmail.com,Payne Inc,렌터카 업체,중견기업,제주특별자치도,2021-10-22,2024-03-18,9,290000000,0,제타 컴팩트카,20000000,2022-09-20,2,3.67
customer13@gmail.com,Payne Inc,렌터카 업체,중견기업,제주특별자치도,2021-10-22,2024-03-18,9,290000000,0,제타 컴팩트카,20000000,2023-02-09,5,3.67
customer13@gmail.com,Payne Inc,렌터카 업체,중견기업,제주특별자치도,2021-10-22,2024-03-18,9,290000000,0,솔라 SUV,50000000,2023-04-06,4,3.67
customer13@gmail.com,Payne Inc,렌터카 업체,중견기업,제주특별자치도,2021-10-22,2024-03-18,9,290000000,0,펄스 컴팩트카,25000000,2022-03-13,2,3.67
customer13@gmail.com,Payne Inc,렌터카 업체,중견기업,제주특별자치도,2021-10-22,2024-03-18,9,290000000,0,스텔라 세단,45000000,2022-06-28,4,3.67
customer13@gmail.com,Payne Inc,렌터카 업체,중견기업,제주특별자치도,2021-10-22,2024-03-18,9,290000000,0,펄스 컴팩트카,25000000,2023-11-09,4,3.67
customer14@gmail.com,Santiago-Griffin,소규모 물품 배달 서비스 회사,소기업,대전광역시,2017-05-31,2022-01-26,2,130000000,1,네오 SUV,55000000,2018-05-13,3,3.0
customer14@gmail.com,Santiago-Griffin,소규모 물품 배달 서비스 회사,소기업,대전광역시,2017-05-31,2022-01-26,2,130000000,1,오로라 미니버스,75000000,2017-09-17,3,3.0
customer15@daum.net,Johnson-Crawford,공유 차량 서비스 기업,중견기업,울산광역시,2019-12-27,2025-01-05,9,386000000,0,제타 컴팩트카,20000000,2022-06-16,5,3.22
customer15@daum.net,Johnson-Crawford,공유 차량 서비스 기업,중견기업,울산광역시,2019-12-27,2025-01-05,9,386000000,0,루미너스 리무진,90000000,2022-07-29,4,3.22
customer15@daum.net,Johnson-Crawford,공유 차량 서비스 기업,중견기업,울산광역시,2019-12-27,2025-01-05,9,386000000,0,스텔라 세단,45000000,2021-06-07,2,3.22
customer15@daum.net,Johnson-Crawford,공유 차량 서비스 기업,중견기업,울산광역시,2019-12-27,2025-01-05,9,386000000,0,타이탄 카고 트럭,70000000,2022-05-31,3,3.22
customer15@daum.net,Johnson-Crawford,공유 차량 서비스 기업,중견기업,울산광역시,2019-12-27,2025-01-05,9,386000000,0,제타 컴팩트카,20000000,2020-11-12,2,3.22
customer15@daum.net,Johnson-Crawford,공유 차량 서비스 기업,중견기업,울산광역시,2019-12-27,2025-01-05,9,386000000,0,타이탄 카고 트럭,70000000,2023-06-25,5,3.22
customer15@daum.net,Johnson-Crawford,공유 차량 서비스 기업,중견기업,울산광역시,2019-12-27,2025-01-05,9,386000000,0,펄스 컴팩트카,25000000,2019-12-30,3,3.22
customer15@daum.net,Johnson-Crawford,공유 차량 서비스 기업,중견기업,울산광역시,2019-12-27,2025-01-05,9,386000000,0,오메가 컴팩트카,23000000,2024-09-09,4,3.22
customer15@daum.net,Johnson-Crawford,공유 차량 서비스 기업,중견기업,울산광역시,2019-12-27,2025-01-05,9,386000000,0,오메가 컴팩트카,23000000,2020-09-11,1,3.22
customer16@daum.net,Cole-Olson,공유 차량 서비스 기업,중소기업,인천광역시,2023-01-10,2024-02-16,7,448000000,0,루미너스 리무진,90000000,2024-01-18,4,2.86
customer16@daum.net,Cole-Olson,공유 차량 서비스 기업,중소기업,인천광역시,2023-01-10,2024-02-16,7,448000000,0,타이탄 카고 트럭,70000000,2023-02-15,2,2.86
customer16@daum.net,Cole-Olson,공유 차량 서비스 기업,중소기업,인천광역시,2023-01-10,2024-02-16,7,448000000,0,오메가 컴팩트카,23000000,2023-10-17,3,2.86
customer16@daum.net,Cole-Olson,공유 차량 서비스 기업,중소기업,인천광역시,2023-01-10,2024-02-16,7,448000000,0,에스트라 세단,65000000,2023-11-20,2,2.86
customer16@daum.net,Cole-Olson,공유 차량 서비스 기업,중소기업,인천광역시,2023-01-10,2024-02-16,7,448000000,0,루미너스 리무진,90000000,2023-04-07,5,2.86
customer16@daum.net,Cole-Olson,공유 차량 서비스 기업,중소기업,인천광역시,2023-01-10,2024-02-16,7,448000000,0,스텔라 세단,45000000,2023-03-22,2,2.86
customer16@daum.net,Cole-Olson,공유 차량 서비스 기업,중소기업,인천광역시,2023-01-10,2024-02-16,7,448000000,0,에스트라 세단,65000000,2023-01-28,2,2.86
customer17@naver.com,Smith PLC,운전학원,대기업,부산광역시,2023-09-01,2024-09-12,28,1579000000,0,스텔라 세단,45000000,2024-02-01,3,3.11
customer17@naver.com,Smith PLC,운전학원,대기업,부산광역시,2023-09-01,2024-09-12,28,1579000000,0,타이탄 카고 트럭,70000000,2024-01-14,4,3.11
customer17@naver.com,Smith PLC,운전학원,대기업,부산광역시,2023-09-01,2024-09-12,28,1579000000,0,루미너스 리무진,90000000,2023-11-05,5,3.11
customer17@naver.com,Smith PLC,운전학원,대기업,부산광역시,2023-09-01,2024-09-12,28,1579000000,0,루미너스 리무진,90000000,2023-09-20,2,3.11
customer17@naver.com,Smith PLC,운전학원,대기업,부산광역시,2023-09-01,2024-09-12,28,1579000000,0,펄스 컴팩트카,25000000,2023-11-10,2,3.11
customer17@naver.com,Smith PLC,운전학원,대기업,부산광역시,2023-09-01,2024-09-12,28,1579000000,0,에스트라 세단,65000000,2024-03-08,4,3.11
customer17@naver.com,Smith PLC,운전학원,대기업,부산광역시,2023-09-01,2024-09-12,28,1579000000,0,루미너스 리무진,90000000,2024-02-25,3,3.11
