CustomerID,회사명,업종,회사 규모,지역,가입 일자,최근 서비스 이용 날짜,모델명,분류종,구매 갯수,구매 가격,구매 일자,평점,구매 횟수,총 구매 금액,평균 평점,이탈 여부,가입 기간,구매 주기,평균 구매 주기,평균 구매 금액,Business_Cluster,Transaction_Cluster,Product_Cluster
customer108@kakao.com,"Cherry, Levine and Holmes",라이드 셰어링/카풀 서비스 기업,대기업,전라남도,2020-03-27,2020-05-31,펄스 컴팩트카,승용차 및 SUV,4,100000000,2020-04-04,2,1,100000000,2.0,1,65,0,0.0,99999999.9,3,1,3
customer108@kakao.com,"Cherry, Levine and Holmes",라이드 셰어링/카풀 서비스 기업,대기업,전라남도,2020-03-27,2020-05-31,루미너스 리무진,승용차 및 SUV,5,450000000,2020-04-10,2,2,550000000,2.0,1,65,6,3.0,274999999.8625,3,1,1
customer108@kakao.com,"Cherry, Levine and Holmes",라이드 셰어링/카풀 서비스 기업,대기업,전라남도,2020-03-27,2020-05-31,솔라 SUV,승용차 및 SUV,3,150000000,2020-04-12,3,3,700000000,2.3,1,65,2,2.7,233333333.25555557,3,1,1
customer108@kakao.com,"Cherry, Levine and Holmes",라이드 셰어링/카풀 서비스 기업,대기업,전라남도,2020-03-27,2020-05-31,제타 컴팩트카,승용차 및 SUV,2,40000000,2020-04-13,4,4,740000000,2.8,1,65,1,2.2,184999999.95375,3,1,1
customer108@kakao.com,"Cherry, Levine and Holmes",라이드 셰어링/카풀 서비스 기업,대기업,전라남도,2020-03-27,2020-05-31,오메가 컴팩트카,승용차 및 SUV,1,23000000,2020-04-13,4,5,763000000,3.0,1,65,0,1.8,152599999.96948,3,1,1
customer108@kakao.com,"Cherry, Levine and Holmes",라이드 셰어링/카풀 서비스 기업,대기업,전라남도,2020-03-27,2020-05-31,에스트라 세단,승용차 및 SUV,2,130000000,2020-04-13,3,6,893000000,3.0,1,65,0,1.5,148833333.30852777,3,1,4
customer108@kakao.com,"Cherry, Levine and Holmes",라이드 셰어링/카풀 서비스 기업,대기업,전라남도,2020-03-27,2020-05-31,제타 컴팩트카,승용차 및 SUV,2,40000000,2020-04-14,1,7,933000000,2.7,1,65,1,1.4,133285714.26667346,3,1,1
customer108@kakao.com,"Cherry, Levine and Holmes",라이드 셰어링/카풀 서비스 기업,대기업,전라남도,2020-03-27,2020-05-31,네오 SUV,승용차 및 SUV,5,275000000,2020-04-17,5,8,1208000000,3.0,0,65,3,1.6,150999999.981125,3,1,1
customer108@kakao.com,"Cherry, Levine and Holmes",라이드 셰어링/카풀 서비스 기업,대기업,전라남도,2020-03-27,2020-05-31,루미너스 리무진,승용차 및 SUV,5,450000000,2020-04-21,4,9,1658000000,3.1,0,65,4,1.9,184222222.20175308,3,1,1
customer108@kakao.com,"Cherry, Levine and Holmes",라이드 셰어링/카풀 서비스 기업,대기업,전라남도,2020-03-27,2020-05-31,루미너스 리무진,승용차 및 SUV,5,450000000,2020-04-21,3,10,2108000000,3.1,0,65,0,1.7,210799999.97892,3,1,1
customer108@kakao.com,"Cherry, Levine and Holmes",라이드 셰어링/카풀 서비스 기업,대기업,전라남도,2020-03-27,2020-05-31,제타 컴팩트카,승용차 및 SUV,1,20000000,2020-04-24,2,11,2128000000,3.0,0,65,3,1.8,193454545.43695867,3,1,1
customer108@kakao.com,"Cherry, Levine and Holmes",라이드 셰어링/카풀 서비스 기업,대기업,전라남도,2020-03-27,2020-05-31,루미너스 리무진,승용차 및 SUV,1,90000000,2020-04-24,2,12,2218000000,2.9,0,65,0,1.7,184833333.31793052,3,1,1
customer108@kakao.com,"Cherry, Levine and Holmes",라이드 셰어링/카풀 서비스 기업,대기업,전라남도,2020-03-27,2020-05-31,펄스 컴팩트카,승용차 및 SUV,5,125000000,2020-04-26,5,13,2343000000,3.1,0,65,2,1.7,180230769.21690533,3,0,3
customer108@kakao.com,"Cherry, Levine and Holmes",라이드 셰어링/카풀 서비스 기업,대기업,전라남도,2020-03-27,2020-05-31,스텔라 세단,승용차 및 SUV,4,180000000,2020-05-01,5,14,2523000000,3.2,0,65,5,1.9,180214285.70141327,3,0,0
customer108@kakao.com,"Cherry, Levine and Holmes",라이드 셰어링/카풀 서비스 기업,대기업,전라남도,2020-03-27,2020-05-31,에스트라 세단,승용차 및 SUV,3,195000000,2020-05-06,5,15,2718000000,3.3,0,65,5,2.1,181199999.98792,3,0,4
customer108@kakao.com,"Cherry, Levine and Holmes",라이드 셰어링/카풀 서비스 기업,대기업,전라남도,2020-03-27,2020-05-31,제타 컴팩트카,승용차 및 SUV,1,20000000,2020-05-11,1,16,2738000000,3.2,0,65,5,2.3,171124999.9893047,3,0,1
customer108@kakao.com,"Cherry, Levine and Holmes",라이드 셰어링/카풀 서비스 기업,대기업,전라남도,2020-03-27,2020-05-31,스텔라 세단,승용차 및 SUV,2,90000000,2020-05-14,5,17,2828000000,3.3,0,65,3,2.4,166352941.16668513,3,0,0
customer108@kakao.com,"Cherry, Levine and Holmes",라이드 셰어링/카풀 서비스 기업,대기업,전라남도,2020-03-27,2020-05-31,오메가 컴팩트카,승용차 및 SUV,5,115000000,2020-05-16,4,18,2943000000,3.3,0,65,2,2.3,163499999.99091667,3,0,1
customer108@kakao.com,"Cherry, Levine and Holmes",라이드 셰어링/카풀 서비스 기업,대기업,전라남도,2020-03-27,2020-05-31,에스트라 세단,승용차 및 SUV,2,130000000,2020-05-17,3,19,3073000000,3.3,0,65,1,2.3,161736842.0967507,3,0,4
customer108@kakao.com,"Cherry, Levine and Holmes",라이드 셰어링/카풀 서비스 기업,대기업,전라남도,2020-03-27,2020-05-31,제타 컴팩트카,승용차 및 SUV,4,80000000,2020-05-18,1,20,3153000000,3.2,0,65,1,2.2,157649999.9921175,3,0,1
customer108@kakao.com,"Cherry, Levine and Holmes",라이드 셰어링/카풀 서비스 기업,대기업,전라남도,2020-03-27,2020-05-31,네오 SUV,승용차 및 SUV,4,220000000,2020-05-28,2,21,3373000000,3.1,0,65,10,2.6,160619047.61139908,3,0,1
customer109@gmail.com,Griffin-Page,공유 차량 서비스 기업,대기업,전라남도,2020-05-18,2023-06-04,솔라 SUV,승용차 및 SUV,3,150000000,2020-08-12,1,1,150000000,1.0,1,1112,0,0.0,149999999.85,1,2,1
customer109@gmail.com,Griffin-Page,공유 차량 서비스 기업,대기업,전라남도,2020-05-18,2023-06-04,스텔라 세단,승용차 및 SUV,5,225000000,2020-09-15,5,2,375000000,3.0,1,1112,34,17.0,187499999.90625,1,2,0
customer109@gmail.com,Griffin-Page,공유 차량 서비스 기업,대기업,전라남도,2020-05-18,2023-06-04,스텔라 세단,승용차 및 SUV,1,45000000,2020-09-17,2,3,420000000,2.7,1,1112,2,12.0,139999999.95333332,1,2,0
customer109@gmail.com,Griffin-Page,공유 차량 서비스 기업,대기업,전라남도,2020-05-18,2023-06-04,타이탄 카고 트럭,상용차 및 픽업트럭,2,140000000,2020-12-18,2,4,560000000,2.5,1,1112,92,32.0,139999999.965,1,2,1
customer109@gmail.com,Griffin-Page,공유 차량 서비스 기업,대기업,전라남도,2020-05-18,2023-06-04,펄스 컴팩트카,승용차 및 SUV,2,50000000,2021-01-03,3,5,610000000,2.6,1,1112,16,28.8,121999999.9756,1,2,3
customer109@gmail.com,Griffin-Page,공유 차량 서비스 기업,대기업,전라남도,2020-05-18,2023-06-04,제타 컴팩트카,승용차 및 SUV,1,20000000,2021-02-06,3,6,630000000,2.7,1,1112,34,29.7,104999999.9825,1,2,1
customer109@gmail.com,Griffin-Page,공유 차량 서비스 기업,대기업,전라남도,2020-05-18,2023-06-04,에스트라 세단,승용차 및 SUV,3,195000000,2021-02-27,3,7,825000000,2.7,1,1112,21,28.4,117857142.84030612,1,2,4
customer109@gmail.com,Griffin-Page,공유 차량 서비스 기업,대기업,전라남도,2020-05-18,2023-06-04,사이버 트럭,상용차 및 픽업트럭,3,180000000,2021-03-04,4,8,1005000000,2.9,0,1112,5,25.5,125624999.98429687,1,2,2
customer109@gmail.com,Griffin-Page,공유 차량 서비스 기업,대기업,전라남도,2020-05-18,2023-06-04,네오 SUV,승용차 및 SUV,4,220000000,2021-08-10,5,9,1225000000,3.1,0,1112,159,40.3,136111111.09598765,1,2,1
customer109@gmail.com,Griffin-Page,공유 차량 서비스 기업,대기업,전라남도,2020-05-18,2023-06-04,솔라 SUV,승용차 및 SUV,5,250000000,2021-10-02,1,10,1475000000,2.9,0,1112,53,41.6,147499999.98525,1,2,1
customer109@gmail.com,Griffin-Page,공유 차량 서비스 기업,대기업,전라남도,2020-05-18,2023-06-04,펄스 컴팩트카,승용차 및 SUV,2,50000000,2021-12-13,3,11,1525000000,2.9,0,1112,72,44.4,138636363.62376034,1,2,3
customer109@gmail.com,Griffin-Page,공유 차량 서비스 기업,대기업,전라남도,2020-05-18,2023-06-04,네오 SUV,승용차 및 SUV,3,165000000,2022-04-30,1,12,1690000000,2.8,0,1112,138,52.2,140833333.32159722,1,2,1
customer109@gmail.com,Griffin-Page,공유 차량 서비스 기업,대기업,전라남도,2020-05-18,2023-06-04,솔라 SUV,승용차 및 SUV,3,150000000,2022-09-12,2,13,1840000000,2.7,0,1112,135,58.5,141538461.52757397,1,2,1
customer109@gmail.com,Griffin-Page,공유 차량 서비스 기업,대기업,전라남도,2020-05-18,2023-06-04,네오 SUV,승용차 및 SUV,1,55000000,2023-04-04,3,14,1895000000,2.7,0,1112,204,68.9,135357142.8474745,1,2,1
customer109@gmail.com,Griffin-Page,공유 차량 서비스 기업,대기업,전라남도,2020-05-18,2023-06-04,네오 SUV,승용차 및 SUV,4,220000000,2023-05-30,4,15,2115000000,2.8,0,1112,56,68.1,140999999.9906,1,2,1
customer10@daum.net,Lopez-Williams,중고차 딜러,대기업,광주광역시,2020-08-10,2024-03-06,제타 컴팩트카,승용차 및 SUV,2,40000000,2020-08-21,4,1,40000000,4.0,0,1304,0,0.0,39999999.95999999,1,2,1
customer10@daum.net,Lopez-Williams,중고차 딜러,대기업,광주광역시,2020-08-10,2024-03-06,루미너스 리무진,승용차 및 SUV,4,360000000,2020-09-08,1,2,400000000,2.5,0,1304,18,9.0,199999999.9,1,2,1
customer10@daum.net,Lopez-Williams,중고차 딜러,대기업,광주광역시,2020-08-10,2024-03-06,제타 컴팩트카,승용차 및 SUV,2,40000000,2020-09-27,2,3,440000000,2.3,0,1304,19,12.3,146666666.61777776,1,2,1
customer10@daum.net,Lopez-Williams,중고차 딜러,대기업,광주광역시,2020-08-10,2024-03-06,펄스 컴팩트카,승용차 및 SUV,4,100000000,2020-10-22,2,4,540000000,2.2,0,1304,25,15.5,134999999.96625,1,2,3
customer10@daum.net,Lopez-Williams,중고차 딜러,대기업,광주광역시,2020-08-10,2024-03-06,스텔라 세단,승용차 및 SUV,5,225000000,2021-04-02,4,5,765000000,2.6,0,1304,162,44.8,152999999.9694,1,2,0
customer10@daum.net,Lopez-Williams,중고차 딜러,대기업,광주광역시,2020-08-10,2024-03-06,솔라 SUV,승용차 및 SUV,3,150000000,2021-05-04,1,6,915000000,2.3,0,1304,32,42.7,152499999.97458333,1,2,1
customer10@daum.net,Lopez-Williams,중고차 딜러,대기업,광주광역시,2020-08-10,2024-03-06,타이탄 카고 트럭,상용차 및 픽업트럭,2,140000000,2021-05-23,3,7,1055000000,2.4,0,1304,19,39.3,150714285.6927551,1,2,1
customer10@daum.net,Lopez-Williams,중고차 딜러,대기업,광주광역시,2020-08-10,2024-03-06,사이버 트럭,상용차 및 픽업트럭,3,180000000,2021-07-05,1,8,1235000000,2.2,0,1304,43,39.8,154374999.98070312,1,2,2
customer10@daum.net,Lopez-Williams,중고차 딜러,대기업,광주광역시,2020-08-10,2024-03-06,제타 컴팩트카,승용차 및 SUV,1,20000000,2021-10-18,5,9,1255000000,2.6,0,1304,105,47.0,139444444.4289506,1,2,1
customer10@daum.net,Lopez-Williams,중고차 딜러,대기업,광주광역시,2020-08-10,2024-03-06,루미너스 리무진,승용차 및 SUV,4,360000000,2021-11-25,5,10,1615000000,2.8,0,1304,38,46.1,161499999.98385,1,2,1
customer10@daum.net,Lopez-Williams,중고차 딜러,대기업,광주광역시,2020-08-10,2024-03-06,타이탄 카고 트럭,상용차 및 픽업트럭,2,140000000,2022-02-25,3,11,1755000000,2.8,0,1304,92,50.3,159545454.5309504,1,2,1
customer10@daum.net,Lopez-Williams,중고차 딜러,대기업,광주광역시,2020-08-10,2024-03-06,제타 컴팩트카,승용차 및 SUV,1,20000000,2022-04-02,1,12,1775000000,2.7,0,1304,36,49.1,147916666.65434027,1,2,1
customer10@daum.net,Lopez-Williams,중고차 딜러,대기업,광주광역시,2020-08-10,2024-03-06,펄스 컴팩트카,승용차 및 SUV,2,50000000,2022-05-17,1,13,1825000000,2.5,0,1304,45,48.8,140384615.37381658,1,2,3
customer10@daum.net,Lopez-Williams,중고차 딜러,대기업,광주광역시,2020-08-10,2024-03-06,펄스 컴팩트카,승용차 및 SUV,3,75000000,2022-07-04,4,14,1900000000,2.6,0,1304,48,48.7,135714285.70459184,1,2,3
customer10@daum.net,Lopez-Williams,중고차 딜러,대기업,광주광역시,2020-08-10,2024-03-06,타이탄 카고 트럭,상용차 및 픽업트럭,1,70000000,2023-01-24,5,15,1970000000,2.8,0,1304,204,59.1,131333333.32457778,1,2,1
customer10@daum.net,Lopez-Williams,중고차 딜러,대기업,광주광역시,2020-08-10,2024-03-06,타이탄 카고 트럭,상용차 및 픽업트럭,3,210000000,2023-10-05,4,16,2180000000,2.9,0,1304,254,71.2,136249999.99148437,1,2,1
customer10@daum.net,Lopez-Williams,중고차 딜러,대기업,광주광역시,2020-08-10,2024-03-06,오메가 컴팩트카,승용차 및 SUV,5,115000000,2023-10-18,2,17,2295000000,2.8,0,1304,13,67.8,134999999.9920588,1,2,1
customer10@daum.net,Lopez-Williams,중고차 딜러,대기업,광주광역시,2020-08-10,2024-03-06,네오 SUV,승용차 및 SUV,5,275000000,2023-12-11,2,18,2570000000,2.8,0,1304,54,67.1,142777777.76984566,1,2,1
customer10@daum.net,Lopez-Williams,중고차 딜러,대기업,광주광역시,2020-08-10,2024-03-06,제타 컴팩트카,승용차 및 SUV,3,60000000,2023-12-31,4,19,2630000000,2.8,0,1304,20,64.6,138421052.62429363,1,2,1
customer110@daum.net,Hawkins-Landry,운전학원,대기업,경기도,2024-01-10,2024-05-10,루미너스 리무진,승용차 및 SUV,2,180000000,2024-01-10,5,1,180000000,5.0,0,121,0,0.0,179999999.82,2,1,1
customer110@daum.net,Hawkins-Landry,운전학원,대기업,경기도,2024-01-10,2024-05-10,스텔라 세단,승용차 및 SUV,1,45000000,2024-01-21,3,2,225000000,4.0,0,121,11,5.5,112499999.94375,2,1,0
customer110@daum.net,Hawkins-Landry,운전학원,대기업,경기도,2024-01-10,2024-05-10,사이버 트럭,상용차 및 픽업트럭,1,60000000,2024-01-21,3,3,285000000,3.7,0,121,0,3.7,94999999.96833332,2,1,2
customer110@daum.net,Hawkins-Landry,운전학원,대기업,경기도,2024-01-10,2024-05-10,타이탄 카고 트럭,상용차 및 픽업트럭,1,70000000,2024-01-22,1,4,355000000,3.0,0,121,1,3.0,88749999.9778125,2,1,1
customer110@daum.net,Hawkins-Landry,운전학원,대기업,경기도,2024-01-10,2024-05-10,스텔라 세단,승용차 및 SUV,1,45000000,2024-01-31,3,5,400000000,3.0,0,121,9,4.2,79999999.984,2,1,0
customer110@daum.net,Hawkins-Landry,운전학원,대기업,경기도,2024-01-10,2024-05-10,스텔라 세단,승용차 및 SUV,1,45000000,2024-02-22,1,6,445000000,2.7,0,121,22,7.2,74166666.65430555,2,1,0
customer110@daum.net,Hawkins-Landry,운전학원,대기업,경기도,2024-01-10,2024-05-10,에스트라 세단,승용차 및 SUV,2,130000000,2024-02-28,4,7,575000000,2.9,0,121,6,7.0,82142857.13112246,2,1,4
customer110@daum.net,Hawkins-Landry,운전학원,대기업,경기도,2024-01-10,2024-05-10,오메가 컴팩트카,승용차 및 SUV,5,115000000,2024-03-14,3,8,690000000,2.9,0,121,15,8.0,86249999.98921876,2,1,1
customer110@daum.net,Hawkins-Landry,운전학원,대기업,경기도,2024-01-10,2024-05-10,네오 SUV,승용차 및 SUV,3,165000000,2024-03-19,3,9,855000000,2.9,0,121,5,7.7,94999999.98944443,2,1,1
customer110@daum.net,Hawkins-Landry,운전학원,대기업,경기도,2024-01-10,2024-05-10,제타 컴팩트카,승용차 및 SUV,4,80000000,2024-03-22,5,10,935000000,3.1,0,121,3,7.2,93499999.99065,2,1,1
customer110@daum.net,Hawkins-Landry,운전학원,대기업,경기도,2024-01-10,2024-05-10,사이버 트럭,상용차 및 픽업트럭,2,120000000,2024-04-01,3,11,1055000000,3.1,0,121,10,7.5,95909090.9003719,2,1,2
customer110@daum.net,Hawkins-Landry,운전학원,대기업,경기도,2024-01-10,2024-05-10,오메가 컴팩트카,승용차 및 SUV,4,92000000,2024-04-05,5,12,1147000000,3.2,0,121,4,7.2,95583333.32536806,2,1,1
customer110@daum.net,Hawkins-Landry,운전학원,대기업,경기도,2024-01-10,2024-05-10,에스트라 세단,승용차 및 SUV,4,260000000,2024-04-14,5,13,1407000000,3.4,0,121,9,7.3,108230769.2224438,2,0,4
customer110@daum.net,Hawkins-Landry,운전학원,대기업,경기도,2024-01-10,2024-05-10,에스트라 세단,승용차 및 SUV,2,130000000,2024-04-26,5,14,1537000000,3.5,0,121,12,7.6,109785714.27787244,2,0,4
customer110@daum.net,Hawkins-Landry,운전학원,대기업,경기도,2024-01-10,2024-05-10,루미너스 리무진,승용차 및 SUV,3,270000000,2024-05-05,5,15,1807000000,3.6,0,121,9,7.7,120466666.65863556,2,0,1
customer110@daum.net,Hawkins-Landry,운전학원,대기업,경기도,2024-01-10,2024-05-10,펄스 컴팩트카,승용차 및 SUV,4,100000000,2024-05-08,5,16,1907000000,3.7,0,121,3,7.4,119187499.99255078,2,0,3
customer111@daum.net,"Roberts, Cooley and Payne",정부 및 공공기관,대기업,울산광역시,2023-06-07,2024-06-01,오메가 컴팩트카,승용차 및 SUV,2,46000000,2023-06-17,4,1,46000000,4.0,0,360,0,0.0,45999999.954,0,1,1
customer111@daum.net,"Roberts, Cooley and Payne",정부 및 공공기관,대기업,울산광역시,2023-06-07,2024-06-01,펄스 컴팩트카,승용차 및 SUV,4,100000000,2023-07-24,4,2,146000000,4.0,0,360,37,18.5,72999999.9635,0,1,3
customer111@daum.net,"Roberts, Cooley and Payne",정부 및 공공기관,대기업,울산광역시,2023-06-07,2024-06-01,오메가 컴팩트카,승용차 및 SUV,4,92000000,2023-08-10,1,3,238000000,3.0,0,360,17,18.0,79333333.3068889,0,1,1
customer111@daum.net,"Roberts, Cooley and Payne",정부 및 공공기관,대기업,울산광역시,2023-06-07,2024-06-01,펄스 컴팩트카,승용차 및 SUV,2,50000000,2023-09-16,5,4,288000000,3.5,0,360,37,22.8,71999999.982,0,1,3
customer111@daum.net,"Roberts, Cooley and Payne",정부 및 공공기관,대기업,울산광역시,2023-06-07,2024-06-01,오메가 컴팩트카,승용차 및 SUV,4,92000000,2023-09-20,1,5,380000000,3.0,0,360,4,19.0,75999999.9848,0,1,1
customer111@daum.net,"Roberts, Cooley and Payne",정부 및 공공기관,대기업,울산광역시,2023-06-07,2024-06-01,루미너스 리무진,승용차 및 SUV,4,360000000,2023-09-25,1,6,740000000,2.7,0,360,5,16.7,123333333.31277776,0,1,1
customer111@daum.net,"Roberts, Cooley and Payne",정부 및 공공기관,대기업,울산광역시,2023-06-07,2024-06-01,스텔라 세단,승용차 및 SUV,3,135000000,2023-09-28,1,7,875000000,2.4,0,360,3,14.7,124999999.98214284,0,1,0
customer111@daum.net,"Roberts, Cooley and Payne",정부 및 공공기관,대기업,울산광역시,2023-06-07,2024-06-01,네오 SUV,승용차 및 SUV,1,55000000,2023-10-28,4,8,930000000,2.6,0,360,30,16.6,116249999.98546876,0,1,1
customer111@daum.net,"Roberts, Cooley and Payne",정부 및 공공기관,대기업,울산광역시,2023-06-07,2024-06-01,에스트라 세단,승용차 및 SUV,2,130000000,2023-12-16,1,9,1060000000,2.4,0,360,49,20.2,117777777.76469135,0,1,4
customer111@daum.net,"Roberts, Cooley and Payne",정부 및 공공기관,대기업,울산광역시,2023-06-07,2024-06-01,네오 SUV,승용차 및 SUV,3,165000000,2024-01-10,2,10,1225000000,2.4,0,360,25,20.7,122499999.98775,0,1,1
customer111@daum.net,"Roberts, Cooley and Payne",정부 및 공공기관,대기업,울산광역시,2023-06-07,2024-06-01,네오 SUV,승용차 및 SUV,1,55000000,2024-03-15,4,11,1280000000,2.5,0,360,65,24.7,116363636.35305785,0,1,1
customer111@daum.net,"Roberts, Cooley and Payne",정부 및 공공기관,대기업,울산광역시,2023-06-07,2024-06-01,루미너스 리무진,승용차 및 SUV,5,450000000,2024-04-12,1,12,1730000000,2.4,0,360,28,25.0,144166666.65465277,0,0,1
customer111@daum.net,"Roberts, Cooley and Payne",정부 및 공공기관,대기업,울산광역시,2023-06-07,2024-06-01,루미너스 리무진,승용차 및 SUV,2,180000000,2024-04-14,2,13,1910000000,2.4,0,360,2,23.2,146923076.91177514,0,0,1
customer111@daum.net,"Roberts, Cooley and Payne",정부 및 공공기관,대기업,울산광역시,2023-06-07,2024-06-01,솔라 SUV,승용차 및 SUV,5,250000000,2024-04-14,2,14,2160000000,2.4,0,360,0,21.6,154285714.27469388,0,0,1
customer111@daum.net,"Roberts, Cooley and Payne",정부 및 공공기관,대기업,울산광역시,2023-06-07,2024-06-01,펄스 컴팩트카,승용차 및 SUV,5,125000000,2024-04-26,4,15,2285000000,2.5,0,360,12,20.9,152333333.32317778,0,0,3
customer111@daum.net,"Roberts, Cooley and Payne",정부 및 공공기관,대기업,울산광역시,2023-06-07,2024-06-01,루미너스 리무진,승용차 및 SUV,3,270000000,2024-05-19,2,16,2555000000,2.4,0,360,23,21.1,159687499.99001953,0,0,1
customer112@hanmail.net,Brooks LLC,공유 차량 서비스 기업,소기업,경상남도,2023-05-17,2024-03-15,펄스 컴팩트카,승용차 및 SUV,2,50000000,2023-06-13,5,1,50000000,5.0,0,303,0,0.0,49999999.95,1,1,3
